銘柄コード,銘柄名,信用区分,新規売建可能数量(在庫株数量)(株(口)),プレミアム料(1株あたり)
8399,琉球銀行,長期,139400,
8410,セブン銀行,デイトレ,235500,0.00
8410,セブン銀行,長期,2683700,
8411,みずほフィナンシャルグループ,デイトレ,276000,0.00
8411,みずほフィナンシャルグループ,長期,372300,
8418,山口フィナンシャルグループ,デイトレ,3300,0.00
8418,山口フィナンシャルグループ,長期,1042000,
8421,信金中央金庫,デイトレ,57,0.00
8424,芙蓉総合リース,デイトレ,2800,0.00
8424,芙蓉総合リース,長期,401300,
8425,みずほリース,デイトレ,17500,0.00
8425,みずほリース,長期,860600,
8439,東京センチュリー,デイトレ,9400,0.00
8439,東京センチュリー,長期,1203800,
8473,ＳＢＩホールディングス,デイトレ,163500,0.00
8473,ＳＢＩホールディングス,長期,1130600,
8508,Ｊトラスト,デイトレ,78500,0.00
8508,Ｊトラスト,長期,16000,0.07
8511,日本証券金融,デイトレ,8800,0.00
8511,日本証券金融,長期,364100,
8518,日本アジア投資,デイトレ,20300,0.90
8522,名古屋銀行,デイトレ,1800,0.00
8522,名古屋銀行,長期,180700,
8524,北洋銀行,デイトレ,34500,0.00
8524,北洋銀行,長期,2126800,
8537,大光銀行,デイトレ,6700,0.00
8541,愛媛銀行,デイトレ,3800,0.00
8541,愛媛銀行,長期,70800,
8542,トマト銀行,デイトレ,13500,0.00
8544,京葉銀行,デイトレ,2200,0.00
8544,京葉銀行,長期,267500,
8550,栃木銀行,デイトレ,15500,0.00
8550,栃木銀行,長期,356700,
8551,北日本銀行,デイトレ,500,0.00
8558,東和銀行,デイトレ,5500,0.00
8558,東和銀行,長期,55400,
8562,福島銀行,デイトレ,6600,0.00
8563,大東銀行,デイトレ,6400,0.00
8566,リコーリース,デイトレ,1800,0.00
8566,リコーリース,長期,39700,
8570,イオンフィナンシャルサービス,デイトレ,26500,0.00
8570,イオンフィナンシャルサービス,長期,15600,0.07
8585,オリエントコーポレーション,デイトレ,42400,0.00
8585,オリエントコーポレーション,長期,180700,
8591,オリックス,デイトレ,142900,0.00
8591,オリックス,長期,175300,
8593,三菱ＨＣキャピタル,長期,2270700,
8595,ジャフコ　グループ,デイトレ,7700,0.00
8595,ジャフコ　グループ,長期,50800,0.18
8596,九州リースサービス,デイトレ,7000,0.00
8600,トモニホールディングス,デイトレ,2100,0.00
8600,トモニホールディングス,長期,930300,
8601,大和証券グループ本社,デイトレ,81400,0.00
8601,大和証券グループ本社,長期,1713200,
8604,野村ホールディングス,デイトレ,230400,0.00
8604,野村ホールディングス,長期,464300,
8609,岡三証券グループ,デイトレ,1100,0.00
8609,岡三証券グループ,長期,722000,
8613,丸三証券,デイトレ,11400,0.00
8613,丸三証券,長期,102300,
8614,東洋証券,デイトレ,28000,0.00
8614,東洋証券,長期,8300,
8616,東海東京フィナンシャル・ホールディングス,デイトレ,2000,0.00
8616,東海東京フィナンシャル・ホールディングス,長期,1195000,
8617,光世証券,デイトレ,9000,0.00
8622,水戸証券,デイトレ,3000,0.00
8622,水戸証券,長期,7200,
8624,いちよし証券,デイトレ,3800,0.00
8624,いちよし証券,長期,5000,0.14
8628,松井証券,デイトレ,1100,0.00
8630,ＳＯＭＰＯホールディングス,デイトレ,31900,0.00
8630,ＳＯＭＰＯホールディングス,長期,138400,
8697,日本取引所グループ,長期,153500,
8698,マネックスグループ,デイトレ,128000,0.00
8698,マネックスグループ,長期,354900,
8699,ＨＳホールディングス,デイトレ,61700,0.00
8700,丸八証券,デイトレ,200,1.80
8704,トレイダーズホールディングス,デイトレ,4100,0.00
8705,日産証券グループ,デイトレ,18600,0.00
8706,極東証券,デイトレ,13200,0.00
8707,岩井コスモホールディングス,デイトレ,3600,0.00
8707,岩井コスモホールディングス,長期,61200,
8713,フィデアホールディングス,デイトレ,3500,0.00
8713,フィデアホールディングス,長期,23600,0.22
8714,池田泉州ホールディングス,デイトレ,14800,0.00
8714,池田泉州ホールディングス,長期,1282900,
8715,アニコム　ホールディングス,デイトレ,4300,0.00
8715,アニコム　ホールディングス,長期,128800,
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,デイトレ,38000,0.00
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,長期,702200,
8729,ソニーフィナンシャルグループ,デイトレ,2162000,0.00
8729,ソニーフィナンシャルグループ,長期,20328300,
8737,あかつき本社,デイトレ,14700,0.90
8739,スパークス・グループ,デイトレ,2500,0.00
8739,スパークス・グループ,長期,24100,0.21
8746,ｕｎｂａｎｋｅｄ,デイトレ,11200,0.43
8747,豊トラスティ証券,デイトレ,2100,1.80
8750,第一ライフグループ,デイトレ,256400,0.00
8750,第一ライフグループ,長期,541800,
8766,東京海上ホールディングス,デイトレ,93500,0.00
8769,アドバンテッジリスクマネジメント,デイトレ,21000,0.00
8771,イー・ギャランティ,デイトレ,3800,0.00
8771,イー・ギャランティ,長期,70300,
8772,アサックス,デイトレ,1500,1.30
8789,フィンテック　グローバル,デイトレ,81800,0.16
8793,ＮＥＣキャピタルソリューション,デイトレ,1800,0.00
8793,ＮＥＣキャピタルソリューション,長期,8900,0.34
8795,Ｔ＆Ｄホールディングス,デイトレ,2600,0.00
8795,Ｔ＆Ｄホールディングス,長期,647200,
8798,アドバンスクリエイト,デイトレ,23400,0.29
8801,三井不動産,デイトレ,89800,0.00
8801,三井不動産,長期,2055600,
8802,三菱地所,デイトレ,35100,0.00
8802,三菱地所,長期,759700,
8803,平和不動産,デイトレ,1400,0.00
8803,平和不動産,長期,163400,
8804,東京建物,デイトレ,3100,0.00
8804,東京建物,長期,930400,
8818,京阪神ビルディング,デイトレ,37300,0.00
8818,京阪神ビルディング,長期,残数量なし,0.16
8830,住友不動産,デイトレ,21800,0.00
8830,住友不動産,長期,836600,
8835,太平洋興発,デイトレ,3400,0.00
8836,ＲＩＳＥ,デイトレ,49200,0.27
8841,テーオーシー,デイトレ,5500,0.00
8841,テーオーシー,長期,8800,0.08
8844,コスモスイニシア,デイトレ,18000,0.00
8848,レオパレス２１,デイトレ,98800,0.00
8848,レオパレス２１,長期,1128000,
8850,スターツコーポレーション,デイトレ,700,0.00
8850,スターツコーポレーション,長期,109500,
8860,フジ住宅,デイトレ,3200,0.00
8860,フジ住宅,長期,3500,0.08
8864,空港施設,デイトレ,4600,0.00
8864,空港施設,長期,33100,0.08
8869,明和地所,デイトレ,4900,0.00
8871,ゴールドクレスト,デイトレ,400,0.00
8871,ゴールドクレスト,長期,37900,
8876,リログループ,デイトレ,5800,0.00
8876,リログループ,長期,776800,
8877,エスリード,デイトレ,2800,0.00
8877,エスリード,長期,10100,0.41
8881,日神グループホールディングス,デイトレ,4900,0.00
8881,日神グループホールディングス,長期,4400,0.03
8887,シーラホールディングス,デイトレ,24700,0.00
8891,ＡＭＧホールディングス,デイトレ,1100,0.18
8892,エスコン,デイトレ,9500,0.00
8892,エスコン,長期,49200,0.09
8894,ＲＥＶＯＬＵＴＩＯＮ,デイトレ,124600,0.00
8897,ＭＩＲＡＲＴＨホールディングス,デイトレ,51400,0.00
8897,ＭＩＲＡＲＴＨホールディングス,長期,残数量なし,0.05
8898,センチュリー２１・ジャパン,デイトレ,3500,1.47
8904,ＡＶＡＮＴＩＡ,デイトレ,5700,1.30
8908,毎日コムネット,デイトレ,1500,0.00
8912,エリアクエスト,デイトレ,26800,0.90
8914,エリアリンク,デイトレ,71700,0.00
8917,ファースト住建,デイトレ,7700,0.00
8918,ランド,デイトレ,857800,0.10
8919,カチタス,デイトレ,5600,0.00
8919,カチタス,長期,481400,
8920,東祥,デイトレ,15000,0.00
8923,トーセイ,デイトレ,10100,0.00
8923,トーセイ,長期,255700,
8927,明豊エンタープライズ,デイトレ,8600,0.00
8928,穴吹興産,デイトレ,2000,0.00
8929,青山財産ネットワークス,デイトレ,7300,0.90
8931,和田興産,デイトレ,3900,0.00
8934,サンフロンティア不動産,デイトレ,1300,0.00
8934,サンフロンティア不動産,長期,110000,
8935,ＦＪネクストホールディングス,デイトレ,1500,0.00
8935,ＦＪネクストホールディングス,長期,19800,0.16
8944,ランドビジネス,デイトレ,1800,0.90
8945,サンネクスタグループ,デイトレ,2900,0.90
8946,ＡＳＩＡＮ　ＳＴＡＲ,デイトレ,60300,0.27
8951,日本ビルファンド投資法人,デイトレ,25,0.00
8951,日本ビルファンド投資法人,長期,24400,
8952,ジャパンリアルエステイト投資法人,デイトレ,113,0.00
8952,ジャパンリアルエステイト投資法人,長期,26600,
8953,日本都市ファンド投資法人,デイトレ,582,0.00
8953,日本都市ファンド投資法人,長期,27800,5.00
8954,オリックス不動産投資法人,デイトレ,20,0.00
8954,オリックス不動産投資法人,長期,32300,
8955,日本プライムリアルティ投資法人,デイトレ,19,0.00
8955,日本プライムリアルティ投資法人,長期,25000,
8956,ＮＴＴ都市開発リート投資法人,デイトレ,111,0.00
8956,ＮＴＴ都市開発リート投資法人,長期,6700,
8957,東急リアル・エステート投資法人,長期,2200,
8958,グローバル・ワン不動産投資法人,デイトレ,123,0.00
8958,グローバル・ワン不動産投資法人,長期,4700,
8960,ユナイテッド・アーバン投資法人,デイトレ,224,0.00
8960,ユナイテッド・アーバン投資法人,長期,16500,
8961,森トラストリート投資法人,デイトレ,369,0.00
8961,森トラストリート投資法人,長期,8200,
8963,インヴィンシブル投資法人,デイトレ,1654,0.00
8963,インヴィンシブル投資法人,長期,47700,
8964,三井不動産商業ファンド投資法人,デイトレ,62,0.00
8964,三井不動産商業ファンド投資法人,長期,15800,
8966,平和不動産リート投資法人,デイトレ,48,0.00
8966,平和不動産リート投資法人,長期,4000,
8967,日本ロジスティクスファンド投資法人,デイトレ,20,0.00
8967,日本ロジスティクスファンド投資法人,長期,11500,
8968,福岡リート投資法人,デイトレ,107,0.00
8968,福岡リート投資法人,長期,2500,
8972,ＫＤＸ不動産投資法人,デイトレ,191,0.00
8972,ＫＤＸ不動産投資法人,長期,20600,
8975,いちごオフィスリート投資法人,デイトレ,244,0.00
8975,いちごオフィスリート投資法人,長期,3600,
8976,大和証券オフィス投資法人,デイトレ,1,0.00
8976,大和証券オフィス投資法人,長期,2600,
8977,阪急阪神リート投資法人,デイトレ,93,0.00
8979,スターツプロシード投資法人,デイトレ,46,241.00
8979,スターツプロシード投資法人,長期,300,15.00
8984,大和ハウスリート投資法人,デイトレ,86,0.00
8984,大和ハウスリート投資法人,長期,25496,
8985,ジャパン・ホテル・リート投資法人,デイトレ,925,0.00
8985,ジャパン・ホテル・リート投資法人,長期,40600,
8986,大和証券リビング投資法人,デイトレ,177,0.00
8986,大和証券リビング投資法人,長期,6107,
8987,ジャパンエクセレント投資法人,デイトレ,54,0.00
8987,ジャパンエクセレント投資法人,長期,6600,
8996,ハウスフリーダム,デイトレ,1400,0.00
8999,グランディハウス,デイトレ,8700,0.00
8999,グランディハウス,長期,2100,0.04
9001,東武鉄道,デイトレ,24700,0.00
9001,東武鉄道,長期,24600,
9003,相鉄ホールディングス,デイトレ,19700,0.00
9003,相鉄ホールディングス,長期,156100,
9005,東急,デイトレ,112200,0.00
9005,東急,長期,59400,
9006,京浜急行電鉄,デイトレ,38000,0.00
9006,京浜急行電鉄,長期,472400,
9007,小田急電鉄,デイトレ,15300,0.00
9007,小田急電鉄,長期,1212400,
9008,京王電鉄,デイトレ,63700,0.00
9008,京王電鉄,長期,58800,
9009,京成電鉄,デイトレ,11400,0.00
9009,京成電鉄,長期,2461100,
9010,富士急行,デイトレ,2500,0.00
9010,富士急行,長期,残数量なし,0.65
9012,秩父鉄道,デイトレ,400,0.00
9017,新潟交通,デイトレ,500,0.00
9020,東日本旅客鉄道,デイトレ,49900,0.00
9020,東日本旅客鉄道,長期,899500,
9021,西日本旅客鉄道,デイトレ,35800,0.00
9021,西日本旅客鉄道,長期,996800,
9022,東海旅客鉄道,デイトレ,30000,0.00
9022,東海旅客鉄道,長期,860800,
9023,東京地下鉄,デイトレ,113400,0.00
9023,東京地下鉄,長期,4300,0.13
9024,西武ホールディングス,デイトレ,27500,0.00
9025,鴻池運輸,長期,154100,
9028,ゼロ,デイトレ,400,0.00
9029,ヒガシホールディングス,デイトレ,2100,0.90
9031,西日本鉄道,デイトレ,1200,0.00
9031,西日本鉄道,長期,135800,
9033,広島電鉄,デイトレ,18100,1.30
9036,東部ネットワーク,デイトレ,2000,1.30
9037,ハマキョウレックス,デイトレ,600,0.00
9037,ハマキョウレックス,長期,237300,
9039,サカイ引越センター,デイトレ,1200,0.00
9039,サカイ引越センター,長期,27100,
9041,近鉄グループホールディングス,デイトレ,32900,0.00
9041,近鉄グループホールディングス,長期,555800,
9042,阪急阪神ホールディングス,デイトレ,7700,0.00
9042,阪急阪神ホールディングス,長期,662000,
9044,ＮＡＮＫＡＩ,デイトレ,6700,0.00
9044,ＮＡＮＫＡＩ,長期,308300,
9045,京阪ホールディングス,デイトレ,8200,0.00
9045,京阪ホールディングス,長期,327600,
9046,神戸電鉄,デイトレ,1200,1.80
9048,名古屋鉄道,デイトレ,70300,0.00
9048,名古屋鉄道,長期,387400,
9049,京福電気鉄道,デイトレ,1300,8.61
9051,センコン物流,デイトレ,1200,0.00
9052,山陽電気鉄道,デイトレ,2200,0.00
9057,遠州トラック,デイトレ,1800,3.30
9059,カンダホールディングス,デイトレ,2000,0.00
9060,日本ロジテム,デイトレ,200,5.39
9063,岡山県貨物運送,デイトレ,200,0.15
9064,ヤマトホールディングス,デイトレ,3700,0.00
9064,ヤマトホールディングス,長期,34400,
9065,山九,デイトレ,1500,0.00
9065,山九,長期,366900,
9068,丸全昭和運輸,デイトレ,100,0.00
9068,丸全昭和運輸,長期,52500,
9069,センコーグループホールディングス,デイトレ,1000,0.00
9069,センコーグループホールディングス,長期,777600,
9072,ニッコンホールディングス,デイトレ,11800,0.00
9074,日本石油輸送,デイトレ,100,0.00
9075,福山通運,デイトレ,300,0.00
9075,福山通運,長期,90000,
9076,セイノーホールディングス,デイトレ,2700,0.00
9076,セイノーホールディングス,長期,784800,
9081,神奈川中央交通,デイトレ,4000,0.00
9083,神姫バス,デイトレ,500,1.80
9087,タカセ,デイトレ,100,0.00
9090,ＡＺ－ＣＯＭ丸和ホールディングス,デイトレ,1500,0.00
9101,日本郵船,デイトレ,52900,0.00
9101,日本郵船,長期,31400,
9104,商船三井,デイトレ,62500,0.00
9104,商船三井,長期,578000,
9107,川崎汽船,デイトレ,53200,0.00
9107,川崎汽船,長期,300000,
9115,明海グループ,デイトレ,900,0.90
9119,飯野海運,デイトレ,2300,0.00
9119,飯野海運,長期,206200,
9127,玉井商船,デイトレ,900,3.72
9130,共栄タンカー,デイトレ,2100,0.00
9142,九州旅客鉄道,デイトレ,24800,0.00
