|楽天在庫 2026-07-05 09:32:54|

|         8818 京阪神ﾋﾞﾙﾃﾞｨﾝｸﾞ(対象外)
|         2882 ｲｰﾄｱﾝﾄﾞHLDGS(対象外)
|     0株 3387 ｸﾘｴｲﾄ･ﾚｽﾄﾗﾝﾂ･ﾎｰﾙ
|     0株 7616 ｺﾛﾜｲﾄﾞ
|     0株 8200 ﾘﾝｶﾞｰﾊﾂﾄ
|         3031 ﾗｸｰﾝﾎｰﾙﾃﾞｨﾝｸﾞｽ(対象外)
| 99600株 7085 ｶｰﾌﾞｽﾎｰﾙﾃﾞｨﾝｸﾞｽ
|     0株 4801 ｾﾝﾄﾗﾙｽﾎﾟｰﾂ
|         9850 ｸﾞﾙﾒ杵屋(対象外)
|     0株 9861 吉野家ﾎｰﾙﾃﾞｨﾝｸﾞｽ
|         9946 ﾐﾆｽﾄｯﾌﾟ(対象外)
|     0株 7513 ｺｼﾞﾏ
|         7545 西松屋ﾁｪｰﾝ(対象外)
| 20800株 7611 ﾊｲﾃﾞｲ日高
|     0株 7630 壱番屋
|     0株 2685 ｱﾝﾄﾞｴｽﾃｨHD
|         2698 ｷｬﾝﾄﾞｩ(対象外)
|     0株 3046 ｼﾞﾝｽﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ
| 76700株 3048 ﾋﾞｯｸｶﾒﾗ
|     0株 3086 J.ﾌﾛﾝﾄﾘﾃｲﾘﾝｸﾞ
|330900株 3222 ﾕﾅｲﾃｯﾄﾞ･ｽｰﾊﾟｰﾏｰｹ
|         4343 ｲｵﾝﾌｧﾝﾀｼﾞｰ(対象外)
|     0株 2217 ﾓﾛｿﾞﾌ
|     0株 2749 JPﾎｰﾙﾃﾞｨﾝｸﾞｽ
|     0株 8059 第一実業
|         2378 ﾙﾈｻﾝｽ(対象外)
|         2590 ﾀﾞｲﾄﾞｰｸﾞﾙｰﾌﾟHD(対象外)
|         9010 富士急行(対象外)
|         3665 ｴﾆｸﾞﾓ(対象外)
|         2305 ｽﾀｼﾞｵｱﾘｽ(対象外)
|     0株 3193 ｴﾀｰﾅﾙﾎｽﾋﾟﾀﾘﾃｨｸﾞﾙ
|     0株 7599 IDOM
|     0株 3421 稲葉製作所
|         3548 ﾊﾞﾛｯｸｼﾞｬﾊﾟﾝ(対象外)
|     0株 4373 ｼﾝﾌﾟﾚｸｽHD
|     0株 3539 JMﾎｰﾙﾃﾞｨﾝｸﾞｽ
|     0株 4433 ﾋﾄ･ｺﾐｭﾆｹｰｼｮﾝｽﾞHD
|     0株 3662 ｴｲﾁｰﾑﾎｰﾙﾃﾞｨﾝｸﾞｽ
