約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
2024/12/26,ＯＡＴアグリオ,4979,--,株式現物買,--, 特定 ,--,1,1963,--,--,2024/12/30,1963
2024/12/26,藤田観光,9722,東証,株式現物買,--, 特定 ,--,100,7830,--,--,2024/12/30,783000
2024/12/26,ＯＡＴアグリオ,4979,東証,信用新規売,15日, 特定 ,--,100,1982,--,--,2024/12/30,--
2024/12/26,藤田観光,9722,東証,信用新規売,15日, 特定 ,--,100,7830,--,--,2024/12/30,--
2024/12/27,セルシス,3663,東証,株式現物売,--, 一般 ,申告,100,1345,--,--,2025/1/6,134500
2024/12/27,ＯＡＴアグリオ,4979,--,現渡,15日, 特定 ,申告,100,1982,169,--,2025/1/6,198031
2024/12/27,藤田観光,9722,--,現渡,15日, 特定 ,申告,100,7830,669,--,2025/1/6,782331
2024/12/27,セルシス,3663,東証,信用返済買,15日, 特定 ,申告,100,1345,157,--,2025/1/6,-557
2025/1/14,ＴＯＫＹＯ　ＢＡＳＥ,3415,--,株式現物買,--, 特定 ,--,1,338,--,--,2025/1/16,338
2025/1/31,モロゾフ,2217,--,株式現物売,--, 特定 ,申告,2,1607,--,--,2025/2/4,3214
2025/2/3,ＭｏｎｏｔａＲＯ,3064,--,株式現物売,--, 特定 ,申告,1,2559.5,--,--,2025/2/5,2560
2025/2/4,ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）,,,投信金額買付,--, NISA(つ) ,--,297,33730,--,--,2025/2/7,1000
2025/2/7,ラックランド,9612,東証,株式現物買,--, 特定 ,--,100,1839,--,--,2025/2/12,183900
2025/2/7,ラックランド,9612,東証,信用新規売,15日, 特定 ,--,100,1839,--,--,2025/2/12,--
2025/2/13,瑞光,6279,東証,株式現物買,--, 特定 ,--,100,1329,--,--,2025/2/17,132900
2025/2/13,瑞光,6279,東証,信用新規売,15日, 特定 ,--,100,1329,--,--,2025/2/17,--
2025/2/19,バロックジャパンリミテッド,3548,東証,株式現物買,--, 特定 ,--,100,771,--,--,2025/2/21,77100
2025/2/19,大庄,9979,東証,株式現物買,--, 特定 ,--,100,1090,--,--,2025/2/21,109000
2025/2/19,バロックジャパンリミテッド,3548,東証,信用新規売,15日, 特定 ,--,100,771,--,--,2025/2/21,--
2025/2/19,大庄,9979,東証,信用新規売,15日, 特定 ,--,100,1090,--,--,2025/2/21,--
2025/2/19,瑞光,6279,--,現渡,15日, 特定 ,申告,100,1329,71,--,2025/2/21,132829
2025/2/21,オンワードホールディングス,8016,--,株式現物買,--, 特定 ,--,1,555,--,--,2025/2/26,555
2025/2/26,トレジャー・ファクトリー,3093,東証,株式現物買,--, 特定 ,--,100,1504,--,--,2025/2/28,150400
2025/2/26,トレジャー・ファクトリー,3093,東証,信用新規売,15日, 特定 ,--,100,1504,--,--,2025/2/28,--
2025/2/27,トレジャー・ファクトリー,3093,--,現渡,15日, 特定 ,申告,100,1504,64,--,2025/3/3,150336
2025/2/27,バロックジャパンリミテッド,3548,--,現渡,15日, 特定 ,申告,100,771,90,--,2025/3/3,77010
2025/2/27,ラックランド,9612,--,現渡,15日, 特定 ,申告,100,1839,392,--,2025/3/3,183508
2025/2/27,大庄,9979,--,現渡,15日, 特定 ,申告,100,1090,128,--,2025/3/3,108872
2025/3/4,ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）,,,投信金額買付,--, NISA(つ) ,--,316,31656,--,--,2025/3/7,1000
2025/3/17,ＪＰホールディングス,2749,--,株式現物買,--, 特定 ,--,1,683,--,--,2025/3/19,683
2025/3/17,ホギメディカル,3593,--,株式現物買,--, 特定 ,--,1,4840,--,--,2025/3/19,4840
2025/3/17,メニコン,7780,--,株式現物買,--, 特定 ,--,1,1317,--,--,2025/3/19,1317
2025/3/17,上新電機,8173,--,株式現物買,--, 特定 ,--,1,2216,--,--,2025/3/19,2216
2025/3/21,イエローハット,9882,--,株式現物買,--, 特定 ,--,1,2750,--,--,2025/3/25,2750
2025/3/25,イオンモール,8905,--,株式現物売,--, 特定 ,申告,1,2358,--,--,2025/3/27,2358
2025/3/25,イオンディライト,9787,--,株式現物売,--, 特定 ,申告,1,5380,--,--,2025/3/27,5380
2025/3/26,ソフトバンク,9434,--,株式現物買,--, 特定 ,--,1,216.6,--,--,2025/3/28,216
2025/3/27,コタ,4923,東証,株式現物買,--, 特定 ,--,100,1417,--,--,2025/3/31,141700
2025/3/27,三菱ロジスネクスト,7105,東証,株式現物買,--, 特定 ,--,100,2162,--,--,2025/3/31,216200
2025/3/27,コタ,4923,東証,信用新規売,15日, 特定 ,--,100,1417,--,--,2025/3/31,--
2025/3/27,三菱ロジスネクスト,7105,東証,信用新規売,15日, 特定 ,--,100,2162,--,--,2025/3/31,--
2025/3/28,コタ,4923,--,現渡,15日, 特定 ,申告,100,1417,30,--,2025/4/1,141670
2025/3/28,三菱ロジスネクスト,7105,--,現渡,15日, 特定 ,申告,100,2162,46,--,2025/4/1,216154
2025/4/4,ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）,,,投信金額買付,--, NISA(つ) ,--,350,28603,--,--,2025/4/9,1000
2025/4/7,アドソル日進,3837,--,株式現物売,--, 特定 ,申告,1,868,--,--,2025/4/9,868
2025/4/7,ＫＤＤＩ,9433,--,株式現物売,--, 特定 ,申告,1,2282.5,--,--,2025/4/9,2283
2025/4/7,正栄食品工業,8079,東証,株式現物買,--, 特定 ,--,100,3855,--,--,2025/4/9,385500
2025/4/7,正栄食品工業,8079,東証,信用新規売,15日, 特定 ,--,100,3855,--,--,2025/4/9,--
2025/4/16,ホギメディカル,3593,--,株式現物売,--, 特定 ,申告,1,4075,--,--,2025/4/18,4075
2025/4/16,上新電機,8173,--,株式現物売,--, 特定 ,申告,1,2125,--,--,2025/4/18,2125
2025/4/23,Ｈａｍｅｅ,3134,東証,株式現物買,--, 特定 ,--,100,1232,--,--,2025/4/25,123200
2025/4/23,Ｈａｍｅｅ,3134,東証,信用新規売,15日, 特定 ,--,100,1232,--,--,2025/4/25,--
2025/4/24,東建コーポレーション,1766,東証,株式現物買,--, 特定 ,--,100,13440,--,--,2025/4/28,1344000
2025/4/24,東建コーポレーション,1766,東証,信用新規売,15日, 特定 ,--,100,13440,--,--,2025/4/28,--
2025/4/25,ラクーンホールディングス,3031,--,株式現物買,--, 特定 ,--,1,842,--,--,2025/4/30,842
2025/4/28,正栄食品工業,8079,東証,株式現物売,--, 特定 ,申告,100,4195,--,--,2025/5/1,419500
2025/4/28,東建コーポレーション,1766,--,現渡,15日, 特定 ,申告,100,13440,574,--,2025/5/1,1343426
2025/4/28,Ｈａｍｅｅ,3134,--,現渡,15日, 特定 ,申告,100,1232,92,--,2025/5/1,123108
2025/4/28,正栄食品工業,8079,東証,信用返済買,15日, 特定 ,申告,100,4195,947,--,2025/5/1,-34947
2025/5/8,ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）,,,投信金額買付,--, NISA(つ) ,--,341,29376,--,--,2025/5/13,1000
2025/5/20,物語コーポレーション,3097,--,株式現物買,--, 特定 ,--,1,3585,--,--,2025/5/22,3585
2025/5/29,イエローハット,9882,--,株式現物売,--, 特定 ,申告,1,1500,--,--,2025/6/2,1500
2025/6/4,ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）,,,投信金額買付,--, NISA(つ) ,--,320,31258,--,--,2025/6/9,1000
2025/6/6,ペッパーフードサービス,3053,東証,株式現物買,--, 特定 ,--,500,213,--,--,2025/6/10,106500
2025/6/6,千趣会,8165,東証,株式現物買,--, 特定 ,--,100,264,--,--,2025/6/10,26400
2025/6/6,ペッパーフードサービス,3053,東証,信用新規売,15日, 特定 ,--,500,213,--,--,2025/6/10,--
2025/6/6,千趣会,8165,東証,信用新規売,15日, 特定 ,--,100,264,--,--,2025/6/10,--
2025/6/26,セルシス,3663,東証,株式現物買,--, 特定 ,--,200,1515,--,--,2025/6/30,303000
2025/6/26,ビジネスエンジニアリング,4828,東証,株式現物買,--, 特定 ,--,100,5220,--,--,2025/6/30,522000
2025/6/26,前澤化成工業,7925,東証,株式現物買,--, 特定 ,--,1000,1869,--,--,2025/6/30,1869000
2025/6/26,セルシス,3663,東証,信用新規売,15日, 特定 ,--,200,1515,--,--,2025/6/30,--
2025/6/26,ビジネスエンジニアリング,4828,東証,信用新規売,15日, 特定 ,--,100,5220,--,--,2025/6/30,--
2025/6/26,前澤化成工業,7925,東証,信用新規売,15日, 特定 ,--,1000,1869,--,--,2025/6/30,--
2025/6/27,ペッパーフードサービス,3053,東証,株式現物売,--, 特定 ,申告,500,207,--,--,2025/7/1,103500
2025/6/27,千趣会,8165,東証,株式現物売,--, 特定 ,申告,100,256,--,--,2025/7/1,25600
2025/6/27,セルシス,3663,--,現渡,15日, 特定 ,申告,200,1515,64,--,2025/7/1,302936
2025/6/27,ビジネスエンジニアリング,4828,--,現渡,15日, 特定 ,申告,100,5220,111,--,2025/7/1,521889
2025/6/27,前澤化成工業,7925,--,現渡,15日, 特定 ,申告,1000,1869,399,--,2025/7/1,1868601
2025/6/27,ペッパーフードサービス,3053,東証,信用返済買,15日, 特定 ,申告,500,207,250,--,2025/7/1,2750
2025/6/27,千趣会,8165,東証,信用返済買,15日, 特定 ,申告,100,256,62,--,2025/7/1,738
2025/7/4,ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）,,,投信金額買付,--, NISA(つ) ,--,303,33054,--,--,2025/7/9,1000
2025/7/8,アクシージア,4936,東証,株式現物買,--, 特定 ,--,1000,482,--,--,2025/7/10,482000
2025/7/8,アクシージア,4936,東証,信用新規売,15日, 特定 ,--,500,482,--,--,2025/7/10,--
2025/7/8,アクシージア,4936,東証,信用新規売,15日, 特定 ,--,500,482,--,--,2025/7/10,--
2025/7/9,ダブルエー,7683,東証,株式現物買,--, 特定 ,--,600,1365,--,--,2025/7/11,819000
2025/7/9,ダブルエー,7683,東証,信用新規売,15日, 特定 ,--,600,1365,--,--,2025/7/11,--
2025/7/14,アクシージア,4936,--,株式現物買,--, 特定 ,--,1,485,--,--,2025/7/16,485
2025/7/29,ＪＭホールディングス,3539,東証,株式現物買,--, 特定 ,--,500,2786,--,--,2025/7/31,1393000
2025/7/29,ＪＭホールディングス,3539,東証,信用新規売,15日, 特定 ,--,500,2786,--,--,2025/7/31,--
2025/7/30,アクシージア,4936,東証,株式現物売,--, 特定 ,申告,1000,457,--,--,2025/8/1,457000
2025/7/30,ＪＭホールディングス,3539,--,現渡,15日, 特定 ,申告,500,2786,297,--,2025/8/1,1392703
2025/7/30,ダブルエー,7683,--,現渡,15日, 特定 ,申告,600,1365,1925,--,2025/8/1,817075
2025/7/30,アクシージア,4936,東証,信用返済買,15日, 特定 ,申告,500,457,592,--,2025/8/1,11908
2025/7/30,アクシージア,4936,東証,信用返済買,15日, 特定 ,申告,500,457,592,--,2025/8/1,11908
2025/8/5,ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）,,,投信金額買付,--, NISA(つ) ,--,296,33877,--,--,2025/8/8,1000
2025/8/12,西松屋チェーン,7545,東証,株式現物買,--, 特定 ,--,400,2311,--,--,2025/8/14,924400
2025/8/12,西松屋チェーン,7545,東証,信用新規売,15日, 特定 ,--,400,2311,--,--,2025/8/14,--
2025/8/18,ウェルディッシュ,2901,--,株式現物買,--, 特定 ,--,1,631,--,--,2025/8/20,631
2025/8/19,西松屋チェーン,7545,--,現渡,15日, 特定 ,申告,400,2311,790,--,2025/8/21,923610
2025/8/22,アダストリア,2685,--,株式現物買,--, 特定 ,--,1,3060,--,--,2025/8/26,3060
