約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
2025/3/17,オートバックスセブン,9832,--,株式現物買,--, 特定 ,--,1,1476,--,--,2025/3/19,1476
2025/3/18,上新電機,8173,--,株式現物売,--, 一般 ,申告,1,2238,--,--,2025/3/21,2238
2025/3/19,上新電機,8173,--,株式現物買,--, 特定 ,--,1,2230,--,--,2025/3/24,2230
2025/3/25,トリドールホールディングス,3397,東証,株式現物買,--, 特定 ,--,200,3990,--,--,2025/3/27,798000
2025/3/25,ＳＢＩグローバルアセットマネジメント,4765,東証,株式現物買,--, 特定 ,--,500,702,--,--,2025/3/27,351000
2025/3/25,ＣＫサンエツ,5757,東証,株式現物買,--, 特定 ,--,100,4225,--,--,2025/3/27,422500
2025/3/25,カッパ・クリエイト,7421,東証,株式現物買,--, 特定 ,--,100,1533,--,--,2025/3/27,153300
2025/3/27,高松コンストラクショングループ,1762,--,株式現物買,--, 特定 ,--,1,2877,--,--,2025/3/31,2877
2025/3/27,名糖産業,2207,東証,株式現物買,--, 特定 ,--,200,2029,--,--,2025/3/31,405800
2025/3/27,セントケア・ホールディング,2374,東証,株式現物買,--, 特定 ,--,100,783,--,--,2025/3/31,78300
2025/3/27,あみやき亭,2753,東証,株式現物買,--, 特定 ,--,100,1624,--,--,2025/3/31,162400
2025/3/27,サンマルクホールディングス,3395,東証,株式現物買,--, 特定 ,--,100,2419,--,--,2025/3/31,241900
2025/3/27,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,東証,株式現物買,--, 特定 ,--,300,572,--,--,2025/3/31,171600
2025/3/27,コタ,4923,東証,株式現物買,--, 特定 ,--,100,1417,--,--,2025/3/31,141700
2025/3/27,三菱ロジスネクスト,7105,東証,株式現物買,--, 特定 ,--,100,2162,--,--,2025/3/31,216200
2025/3/27,ヨロズ,7294,東証,株式現物買,--, 特定 ,--,100,1035,--,--,2025/3/31,103500
2025/3/27,ノジマ,7419,東証,株式現物買,--, 特定 ,--,100,2593,--,--,2025/3/31,259300
2025/3/27,第一興商,7458,東証,株式現物買,--, 特定 ,--,200,1774.5,--,--,2025/3/31,354900
2025/3/27,アルビス,7475,東証,株式現物買,--, 特定 ,--,100,2851,--,--,2025/3/31,285100
2025/3/27,シード,7743,東証,株式現物買,--, 特定 ,--,100,527,--,--,2025/3/31,52700
2025/3/27,空港施設,8864,東証,株式現物買,--, 特定 ,--,100,632,--,--,2025/3/31,63200
2025/3/27,日神グループホールディングス,8881,東証,株式現物買,--, 特定 ,--,1000,550,--,--,2025/3/31,550000
2025/3/27,九州旅客鉄道,9142,東証,株式現物買,--, 特定 ,--,100,3754,--,--,2025/3/31,375400
2025/3/27,日本管財ホールディングス,9347,東証,株式現物買,--, 特定 ,--,100,2742,--,--,2025/3/31,274200
2025/3/27,ソフトバンク,9434,--,株式現物買,--, 特定 ,--,1,216.8,--,--,2025/3/31,216
2025/3/27,スズケン,9987,東証,株式現物買,--, 特定 ,--,100,5055,--,--,2025/3/31,505500
2025/3/27,サンドラッグ,9989,東証,株式現物買,--, 特定 ,--,100,4309,--,--,2025/3/31,430900
2025/3/27,ベルーナ,9997,東証,株式現物買,--, 特定 ,--,100,957,--,--,2025/3/31,95700
2025/3/27,セントケア・ホールディング,2374,東証,信用新規売,15日, 特定 ,--,100,783,--,--,2025/3/31,--
2025/3/27,あみやき亭,2753,東証,信用新規売,15日, 特定 ,--,100,1624,--,--,2025/3/31,--
2025/3/27,サンマルクホールディングス,3395,東証,信用新規売,15日, 特定 ,--,100,2419,--,--,2025/3/31,--
2025/3/27,トリドールホールディングス,3397,東証,信用新規売,15日, 特定 ,--,200,3993,--,--,2025/3/31,--
2025/3/27,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,東証,信用新規売,6ヶ月, 特定 ,--,100,572,--,--,2025/3/31,--
2025/3/27,コタ,4923,東証,信用新規売,15日, 特定 ,--,100,1417,--,--,2025/3/31,--
2025/3/27,ＣＫサンエツ,5757,東証,信用新規売,15日, 特定 ,--,100,4175,--,--,2025/3/31,--
2025/3/27,三菱ロジスネクスト,7105,東証,信用新規売,15日, 特定 ,--,100,2162,--,--,2025/3/31,--
2025/3/27,ヨロズ,7294,東証,信用新規売,15日, 特定 ,--,100,1035,--,--,2025/3/31,--
2025/3/27,ノジマ,7419,東証,信用新規売,15日, 特定 ,--,100,2593,--,--,2025/3/31,--
2025/3/27,第一興商,7458,東証,信用新規売,15日, 特定 ,--,200,1774.5,--,--,2025/3/31,--
2025/3/27,アルビス,7475,東証,信用新規売,15日, 特定 ,--,100,2851,--,--,2025/3/31,--
2025/3/27,シード,7743,東証,信用新規売,6ヶ月, 特定 ,--,100,527,--,--,2025/3/31,--
2025/3/27,空港施設,8864,東証,信用新規売,15日, 特定 ,--,100,632,--,--,2025/3/31,--
2025/3/27,日神グループホールディングス,8881,東証,信用新規売,15日, 特定 ,--,1000,550,--,--,2025/3/31,--
2025/3/27,九州旅客鉄道,9142,東証,信用新規売,15日, 特定 ,--,100,3754,--,--,2025/3/31,--
2025/3/27,日本管財ホールディングス,9347,東証,信用新規売,15日, 特定 ,--,100,2742,--,--,2025/3/31,--
2025/3/27,スズケン,9987,東証,信用新規売,15日, 特定 ,--,100,5055,--,--,2025/3/31,--
2025/3/27,サンドラッグ,9989,東証,信用新規売,15日, 特定 ,--,100,4309,--,--,2025/3/31,--
2025/3/27,ベルーナ,9997,東証,信用新規売,15日, 特定 ,--,100,957,--,--,2025/3/31,--
2025/3/28,名糖産業,2207,東証,株式現物売,--, 特定 ,申告,100,2021,--,--,2025/4/1,202100
2025/3/28,名糖産業,2207,東証,株式現物売,--, 特定 ,申告,100,2000,--,--,2025/4/1,200000
2025/3/28,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,東証,株式現物売,--, 特定 ,申告,200,574,--,--,2025/4/1,114800
2025/3/28,ＳＢＩグローバルアセットマネジメント,4765,東証,株式現物売,--, 特定 ,申告,500,680,--,--,2025/4/1,340000
2025/3/28,カッパ・クリエイト,7421,東証,株式現物売,--, 特定 ,申告,100,1501,--,--,2025/4/1,150100
2025/3/28,コロワイド,7616,東証,株式現物売,--, 特定 ,申告,500,1739,--,--,2025/4/1,869500
2025/3/28,ナック,9788,東証,株式現物売,--, 特定 ,申告,100,610,--,--,2025/4/1,61000
2025/3/28,三菱ロジスネクスト,7105,--,株式現物買,--, 特定 ,--,1,2080,--,--,2025/4/1,2080
2025/3/28,セントケア・ホールディング,2374,--,現渡,15日, 特定 ,申告,100,783,16,--,2025/4/1,78284
2025/3/28,あみやき亭,2753,--,現渡,15日, 特定 ,申告,100,1624,34,--,2025/4/1,162366
2025/3/28,サンマルクホールディングス,3395,--,現渡,15日, 特定 ,申告,100,2419,51,--,2025/4/1,241849
2025/3/28,トリドールホールディングス,3397,--,現渡,15日, 特定 ,申告,200,3993,170,--,2025/4/1,798430
2025/3/28,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,--,現渡,6ヶ月, 特定 ,申告,100,572,8,--,2025/4/1,57192
2025/3/28,コタ,4923,--,現渡,15日, 特定 ,申告,100,1417,30,--,2025/4/1,141670
2025/3/28,ＣＫサンエツ,5757,--,現渡,15日, 特定 ,申告,100,4175,89,--,2025/4/1,417411
2025/3/28,三菱ロジスネクスト,7105,--,現渡,15日, 特定 ,申告,100,2162,46,--,2025/4/1,216154
2025/3/28,ヨロズ,7294,--,現渡,15日, 特定 ,申告,100,1035,22,--,2025/4/1,103478
2025/3/28,ノジマ,7419,--,現渡,15日, 特定 ,申告,100,2593,55,--,2025/4/1,259245
2025/3/28,第一興商,7458,--,現渡,15日, 特定 ,申告,200,1774.5,75,--,2025/4/1,354825
2025/3/28,アルビス,7475,--,現渡,15日, 特定 ,申告,100,2851,60,--,2025/4/1,285040
2025/3/28,シード,7743,--,現渡,6ヶ月, 特定 ,申告,100,527,108,--,2025/4/1,52592
2025/3/28,空港施設,8864,--,現渡,15日, 特定 ,申告,100,632,13,--,2025/4/1,63187
2025/3/28,日神グループホールディングス,8881,--,現渡,15日, 特定 ,申告,1000,550,117,--,2025/4/1,549883
2025/3/28,九州旅客鉄道,9142,--,現渡,15日, 特定 ,申告,100,3754,80,--,2025/4/1,375320
2025/3/28,日本管財ホールディングス,9347,--,現渡,15日, 特定 ,申告,100,2742,58,--,2025/4/1,274142
2025/3/28,スズケン,9987,--,現渡,15日, 特定 ,申告,100,5055,108,--,2025/4/1,505392
2025/3/28,サンドラッグ,9989,--,現渡,15日, 特定 ,申告,100,4309,92,--,2025/4/1,430808
2025/3/28,ベルーナ,9997,--,現渡,15日, 特定 ,申告,100,957,20,--,2025/4/1,95680
2025/3/28,コロワイド,7616,東証,信用返済買,15日, 特定 ,申告,500,1739,2141,--,2025/4/1,-141
2025/3/28,ナック,9788,東証,信用返済買,15日, 特定 ,申告,100,610,161,--,2025/4/1,4739
2025/4/7,正栄食品工業,8079,東証,株式現物買,--, 特定 ,--,100,3855,--,--,2025/4/9,385500
2025/4/7,正栄食品工業,8079,東証,信用新規売,15日, 特定 ,--,100,3855,--,--,2025/4/9,--
2025/4/16,上新電機,8173,--,株式現物売,--, 特定 ,申告,1,2125,--,--,2025/4/18,2125
2025/4/22,ビューティガレージ,3180,東証,株式現物買,--, 特定 ,--,100,1434,--,--,2025/4/24,143400
2025/4/23,ラクーンホールディングス,3031,東証,株式現物買,--, 特定 ,--,1000,856,--,--,2025/4/25,856000
2025/4/23,Ｈａｍｅｅ,3134,東証,株式現物買,--, 特定 ,--,100,1232,--,--,2025/4/25,123200
2025/4/23,Ｈａｍｅｅ,3134,東証,信用新規売,15日, 特定 ,--,100,1232,--,--,2025/4/25,--
2025/4/24,東建コーポレーション,1766,東証,株式現物買,--, 特定 ,--,100,13440,--,--,2025/4/28,1344000
2025/4/24,東建コーポレーション,1766,東証,信用新規売,15日, 特定 ,--,100,13440,--,--,2025/4/28,--
2025/4/24,ビューティガレージ,3180,東証,信用新規売,15日, 特定 ,--,100,1443,--,--,2025/4/28,--
2025/4/25,日本ハウスホールディングス,1873,東証,株式現物買,--, 特定 ,--,1000,345,--,--,2025/4/30,345000
2025/4/25,ラクーンホールディングス,3031,--,株式現物買,--, 特定 ,--,1,842,--,--,2025/4/30,842
2025/4/25,ギフトホールディングス,9279,東証,株式現物買,--, 特定 ,--,100,3515,--,--,2025/4/30,351500
2025/4/25,日本ハウスホールディングス,1873,東証,信用新規売,15日, 特定 ,--,1000,345,--,--,2025/4/30,--
2025/4/25,ギフトホールディングス,9279,東証,信用新規売,15日, 特定 ,--,100,3515,--,--,2025/4/30,--
2025/4/28,ラクーンホールディングス,3031,東証,株式現物売,--, 特定 ,申告,1000,835,--,--,2025/5/1,835000
2025/4/28,正栄食品工業,8079,東証,株式現物売,--, 特定 ,申告,100,4195,--,--,2025/5/1,419500
2025/4/28,東建コーポレーション,1766,--,現渡,15日, 特定 ,申告,100,13440,574,--,2025/5/1,1343426
2025/4/28,日本ハウスホールディングス,1873,--,現渡,15日, 特定 ,申告,1000,345,73,--,2025/5/1,344927
2025/4/28,Ｈａｍｅｅ,3134,--,現渡,15日, 特定 ,申告,100,1232,92,--,2025/5/1,123108
2025/4/28,ビューティガレージ,3180,--,現渡,15日, 特定 ,申告,100,1443,61,--,2025/5/1,144239
2025/4/28,ギフトホールディングス,9279,--,現渡,15日, 特定 ,申告,100,3515,75,--,2025/5/1,351425
2025/4/28,正栄食品工業,8079,東証,信用返済買,15日, 特定 ,申告,100,4195,947,--,2025/5/1,-34947
2025/5/15,ハニーズホールディングス,2792,東証,株式現物買,--, 特定 ,--,100,1589,--,--,2025/5/19,158900
2025/5/28,クリエイトＳＤホールディングス,3148,東証,株式現物買,--, 特定 ,--,300,3175,--,--,2025/5/30,952500
2025/5/29,ハニーズホールディングス,2792,東証,株式現物売,--, 特定 ,申告,100,1542,--,--,2025/6/2,154200
2025/5/29,クリエイトＳＤホールディングス,3148,東証,株式現物売,--, 特定 ,申告,300,3130,--,--,2025/6/2,939000
2025/6/5,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,3688,東証,株式現物買,--, 特定 ,--,100,1567,--,--,2025/6/9,156700
2025/6/5,コーア商事ホールディングス,9273,東証,株式現物買,--, 特定 ,--,200,723,--,--,2025/6/9,144600
2025/6/6,ペッパーフードサービス,3053,東証,株式現物買,--, 特定 ,--,500,213,--,--,2025/6/10,106500
2025/6/6,千趣会,8165,東証,株式現物買,--, 特定 ,--,300,264,--,--,2025/6/10,79200
2025/6/6,ペッパーフードサービス,3053,東証,信用新規売,15日, 特定 ,--,500,213,--,--,2025/6/10,--
2025/6/6,千趣会,8165,東証,信用新規売,15日, 特定 ,--,300,264,--,--,2025/6/10,--
2025/6/9,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,3688,東証,信用新規売,15日, 特定 ,--,100,1556,--,--,2025/6/11,--
2025/6/17,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,3688,--,現渡,15日, 特定 ,申告,100,1556,149,--,2025/6/19,155451
2025/6/23,フジオフードグループ本社,2752,東証,株式現物買,--, 特定 ,--,100,1208,--,--,2025/6/25,120800
2025/6/23,メディアスホールディングス,3154,東証,株式現物買,--, 特定 ,--,500,934,--,--,2025/6/25,467000
2025/6/25,ブロンコビリー,3091,東証,株式現物買,--, 特定 ,--,100,3800,--,--,2025/6/27,380000
2025/6/26,カゴメ,2811,東証,株式現物買,--, 特定 ,--,100,2846,--,--,2025/6/30,284600
2025/6/26,ブロンコビリー,3091,東証,株式現物買,--, 特定 ,--,100,3820,--,--,2025/6/30,382000
2025/6/26,アイスタイル,3660,東証,株式現物買,--, 特定 ,--,100,543,--,--,2025/6/30,54300
2025/6/26,セルシス,3663,東証,株式現物買,--, 特定 ,--,200,1515,--,--,2025/6/30,303000
2025/6/26,ザ・パック,3950,東証,株式現物買,--, 特定 ,--,100,3265,--,--,2025/6/30,326500
2025/6/26,ラウンドワン,4680,東証,株式現物買,--, 特定 ,--,300,1520,--,--,2025/6/30,456000
2025/6/26,ユニオンツール,6278,東証,株式現物買,--, 特定 ,--,100,5210,--,--,2025/6/30,521000
2025/6/26,東京都競馬,9672,東証,株式現物買,--, 特定 ,--,100,4625,--,--,2025/6/30,462500
2025/6/26,カゴメ,2811,東証,信用新規売,15日, 特定 ,--,100,2846,--,--,2025/6/30,--
2025/6/26,アイスタイル,3660,東証,信用新規売,15日, 特定 ,--,100,543,--,--,2025/6/30,--
2025/6/26,セルシス,3663,東証,信用新規売,15日, 特定 ,--,200,1515,--,--,2025/6/30,--
2025/6/26,ザ・パック,3950,東証,信用新規売,15日, 特定 ,--,100,3265,--,--,2025/6/30,--
2025/6/26,ラウンドワン,4680,東証,信用新規売,15日, 特定 ,--,300,1520,--,--,2025/6/30,--
2025/6/26,ユニオンツール,6278,東証,信用新規売,15日, 特定 ,--,100,5210,--,--,2025/6/30,--
2025/6/27,フジオフードグループ本社,2752,東証,株式現物売,--, 特定 ,申告,100,1186,--,--,2025/7/1,118600
2025/6/27,ペッパーフードサービス,3053,東証,株式現物売,--, 特定 ,申告,500,207,--,--,2025/7/1,103500
2025/6/27,ブロンコビリー,3091,東証,株式現物売,--, 特定 ,申告,200,3745,--,--,2025/7/1,749000
2025/6/27,メディアスホールディングス,3154,東証,株式現物売,--, 特定 ,申告,500,903,--,--,2025/7/1,451500
2025/6/27,千趣会,8165,東証,株式現物売,--, 特定 ,申告,300,256,--,--,2025/7/1,76800
2025/6/27,コーア商事ホールディングス,9273,東証,株式現物売,--, 特定 ,申告,200,678,--,--,2025/7/1,135600
2025/6/27,東京都競馬,9672,東証,株式現物売,--, 特定 ,申告,100,4630,--,--,2025/7/1,463000
2025/6/27,東海カーボン,5301,--,株式現物買,--, 特定 ,--,1,1040.5,--,--,2025/7/1,1040
2025/6/27,カゴメ,2811,--,現渡,15日, 特定 ,申告,100,2846,60,--,2025/7/1,284540
2025/6/27,アイスタイル,3660,--,現渡,15日, 特定 ,申告,100,543,11,--,2025/7/1,54289
2025/6/27,セルシス,3663,--,現渡,15日, 特定 ,申告,200,1515,64,--,2025/7/1,302936
2025/6/27,ザ・パック,3950,--,現渡,15日, 特定 ,申告,200,1088,23,--,2025/7/1,217577
2025/6/27,ザ・パック,3950,--,現渡,15日, 特定 ,申告,100,1089,46,--,2025/7/1,108854
2025/6/27,ラウンドワン,4680,--,現渡,15日, 特定 ,申告,300,1520,97,--,2025/7/1,455903
2025/6/27,ユニオンツール,6278,--,現渡,15日, 特定 ,申告,100,5210,111,--,2025/7/1,520889
2025/6/27,ペッパーフードサービス,3053,東証,信用返済買,15日, 特定 ,申告,500,207,250,--,2025/7/1,2750
2025/6/27,千趣会,8165,東証,信用返済買,15日, 特定 ,申告,300,256,186,--,2025/7/1,2214
2025/7/7,ヒト・コミュニケーションズ・ホールディングス,4433,東証,株式現物買,--, 特定 ,--,100,1055,--,--,2025/7/9,105500
2025/7/8,アクシージア,4936,東証,株式現物買,--, 特定 ,--,1000,482,--,--,2025/7/10,482000
2025/7/8,ダブルエー,7683,東証,株式現物買,--, 特定 ,--,1200,1361,--,--,2025/7/10,1633200
2025/7/8,アクシージア,4936,東証,信用新規売,15日, 特定 ,--,500,482,--,--,2025/7/10,--
2025/7/8,アクシージア,4936,東証,信用新規売,15日, 特定 ,--,500,482,--,--,2025/7/10,--
2025/7/8,ダブルエー,7683,東証,信用新規売,15日, 特定 ,--,600,1361,--,--,2025/7/10,--
2025/7/8,ダブルエー,7683,東証,信用新規売,15日, 特定 ,--,600,1361,--,--,2025/7/10,--
2025/7/9,ダブルエー,7683,--,現渡,15日, 特定 ,申告,600,1361,174,--,2025/7/11,816426
2025/7/11,稲葉製作所,3421,東証,株式現物買,--, 特定 ,--,300,1860,--,--,2025/7/15,558000
2025/7/11,稲葉製作所,3421,東証,信用新規売,15日, 特定 ,--,300,1860,--,--,2025/7/15,--
2025/7/14,エニグモ,3665,東証,株式現物買,--, 特定 ,--,500,302,--,--,2025/7/16,151000
2025/7/15,エニグモ,3665,東証,株式現物買,--, 特定 ,--,500,295,--,--,2025/7/17,147500
2025/7/24,モロゾフ,2217,東証,株式現物買,--, 特定 ,--,100,1597,--,--,2025/7/28,159700
2025/7/24,モロゾフ,2217,東証,信用新規売,15日, 特定 ,--,100,1597,--,--,2025/7/28,--
2025/7/28,モロゾフ,2217,東証,株式現物買,--, 特定 ,--,200,1586,--,--,2025/7/30,317200
2025/7/28,モロゾフ,2217,東証,信用新規売,15日, 特定 ,--,200,1586,--,--,2025/7/30,--
2025/7/29,ＴＯＫＹＯ　ＢＡＳＥ,3415,--,株式現物買,--, 特定 ,--,1,474,--,--,2025/7/31,474
2025/7/30,エニグモ,3665,東証,株式現物売,--, 特定 ,申告,1000,285,--,--,2025/8/1,285000
2025/7/30,アクシージア,4936,東証,株式現物売,--, 特定 ,申告,1000,457,--,--,2025/8/1,457000
2025/7/30,ダブルエー,7683,東証,株式現物売,--, 特定 ,申告,600,1349,--,--,2025/8/1,809400
2025/7/30,モロゾフ,2217,--,株式現物買,--, 特定 ,--,1,1563,--,--,2025/8/1,1563
2025/7/30,ＪＭホールディングス,3539,--,株式現物買,--, 特定 ,--,1,2765,--,--,2025/8/1,2765
2025/7/30,モロゾフ,2217,--,現渡,15日, 特定 ,申告,200,1586,101,--,2025/8/1,317099
2025/7/30,モロゾフ,2217,--,現渡,15日, 特定 ,申告,100,1597,85,--,2025/8/1,159615
2025/7/30,稲葉製作所,3421,--,現渡,15日, 特定 ,申告,300,1860,1073,--,2025/8/1,556927
2025/7/30,アクシージア,4936,東証,信用返済買,15日, 特定 ,申告,500,457,592,--,2025/8/1,11908
2025/7/30,アクシージア,4936,東証,信用返済買,15日, 特定 ,申告,500,457,592,--,2025/8/1,11908
2025/7/30,ダブルエー,7683,東証,信用返済買,15日, 特定 ,申告,600,1349,2006,--,2025/8/1,5194
2025/8/8,西松屋チェーン,7545,東証,株式現物買,--, 特定 ,--,500,2323,--,--,2025/8/13,1161500
2025/8/8,西松屋チェーン,7545,東証,信用新規売,15日, 特定 ,--,100,2323,--,--,2025/8/13,--
2025/8/8,西松屋チェーン,7545,東証,信用新規売,15日, 特定 ,--,400,2323,--,--,2025/8/13,--
2025/8/12,コシダカホールディングス,2157,東証,株式現物買,--, 特定 ,--,100,1369,--,--,2025/8/14,136900
2025/8/12,コシダカホールディングス,2157,東証,信用新規売,15日, 特定 ,--,100,1369,--,--,2025/8/14,--
2025/8/19,壱番屋,7630,東証,株式現物買,--, 特定 ,--,100,994,--,--,2025/8/21,99400
2025/8/19,リテールパートナーズ,8167,東証,株式現物買,--, 特定 ,--,100,1508,--,--,2025/8/21,150800
2025/8/19,壱番屋,7630,東証,信用新規売,15日, 特定 ,--,100,994,--,--,2025/8/21,--
2025/8/19,リテールパートナーズ,8167,東証,信用新規売,15日, 特定 ,--,100,1508,--,--,2025/8/21,--
2025/8/19,西松屋チェーン,7545,--,現渡,15日, 特定 ,申告,400,2323,893,--,2025/8/21,928307
2025/8/19,西松屋チェーン,7545,--,現渡,15日, 特定 ,申告,100,2323,223,--,2025/8/21,232077
2025/8/25,スタジオアリス,2305,東証,株式現物買,--, 特定 ,--,100,2153,--,--,2025/8/27,215300
2025/8/25,イートアンドホールディングス,2882,東証,株式現物買,--, 特定 ,--,100,2110,--,--,2025/8/27,211000
2025/8/25,クリエイト・レストランツ・ホールディングス,3387,東証,株式現物買,--, 特定 ,--,600,1605,--,--,2025/8/27,963000
2025/8/25,バロックジャパンリミテッド,3548,東証,株式現物買,--, 特定 ,--,200,800,--,--,2025/8/27,160000
2025/8/25,イオンファンタジー,4343,東証,株式現物買,--, 特定 ,--,300,3825,--,--,2025/8/27,1147500
2025/8/25,明光ネットワークジャパン,4668,東証,株式現物買,--, 特定 ,--,100,785,--,--,2025/8/27,78500
2025/8/25,コジマ,7513,東証,株式現物買,--, 特定 ,--,100,1209,--,--,2025/8/27,120900
2025/8/25,ミニストップ,9946,東証,株式現物買,--, 特定 ,--,100,2061,--,--,2025/8/27,206100
2025/8/26,エコス,7520,東証,株式現物買,--, 特定 ,--,100,2755,--,--,2025/8/28,275500
2025/8/26,近鉄百貨店,8244,東証,株式現物買,--, 特定 ,--,100,1920,--,--,2025/8/28,192000
2025/8/26,近鉄百貨店,8244,東証,信用新規売,15日, 特定 ,--,100,1920,--,--,2025/8/28,--
2025/8/27,ビックカメラ,3048,東証,株式現物買,--, 特定 ,--,900,1627,--,--,2025/8/29,1464300
2025/8/27,ＳＦＰホールディングス,3198,東証,株式現物買,--, 特定 ,--,100,2313,--,--,2025/8/29,231300
2025/8/27,松竹,9601,東証,株式現物買,--, 特定 ,--,100,15300,--,--,2025/8/29,1530000
2025/8/27,ビックカメラ,3048,東証,信用新規売,15日, 特定 ,--,400,1627,--,--,2025/8/29,--
2025/8/27,ビックカメラ,3048,東証,信用新規売,15日, 特定 ,--,100,1627,--,--,2025/8/29,--
2025/8/27,ビックカメラ,3048,東証,信用新規売,15日, 特定 ,--,400,1627,--,--,2025/8/29,--
2025/8/27,明光ネットワークジャパン,4668,東証,信用新規売,15日, 特定 ,--,100,782,--,--,2025/8/29,--
2025/8/27,松竹,9601,東証,信用新規売,15日, 特定 ,--,100,15300,--,--,2025/8/29,--
2025/8/28,スタジオアリス,2305,東証,株式現物売,--, 特定 ,申告,100,2140,--,--,2025/9/1,214000
2025/8/28,イートアンドホールディングス,2882,東証,株式現物売,--, 特定 ,申告,100,2062,--,--,2025/9/1,206200
2025/8/28,ＳＦＰホールディングス,3198,東証,株式現物売,--, 特定 ,申告,100,2250,--,--,2025/9/1,225000
2025/8/28,クリエイト・レストランツ・ホールディングス,3387,東証,株式現物売,--, 特定 ,申告,1200,808,--,--,2025/9/1,969600
2025/8/28,バロックジャパンリミテッド,3548,東証,株式現物売,--, 特定 ,申告,200,783,--,--,2025/9/1,156600
2025/8/28,イオンファンタジー,4343,東証,株式現物売,--, 特定 ,申告,300,3940,--,--,2025/9/1,1182000
2025/8/28,ヒト・コミュニケーションズ・ホールディングス,4433,東証,株式現物売,--, 特定 ,申告,100,1120,--,--,2025/9/1,112000
2025/8/28,コジマ,7513,東証,株式現物売,--, 特定 ,申告,100,1202,--,--,2025/9/1,120200
2025/8/28,エコス,7520,東証,株式現物売,--, 特定 ,申告,100,2757,--,--,2025/9/1,275700
2025/8/28,ミニストップ,9946,東証,株式現物売,--, 特定 ,申告,100,2021,--,--,2025/9/1,202100
2025/8/28,コシダカホールディングス,2157,--,現渡,15日, 特定 ,申告,100,1369,277,--,2025/9/1,136623
2025/8/28,ビックカメラ,3048,--,現渡,15日, 特定 ,申告,400,1627,278,--,2025/9/1,650522
2025/8/28,ビックカメラ,3048,--,現渡,15日, 特定 ,申告,400,1627,278,--,2025/9/1,650522
2025/8/28,ビックカメラ,3048,--,現渡,15日, 特定 ,申告,100,1627,69,--,2025/9/1,162631
2025/8/28,明光ネットワークジャパン,4668,--,現渡,15日, 特定 ,申告,100,782,33,--,2025/9/1,78167
2025/8/28,壱番屋,7630,--,現渡,15日, 特定 ,申告,100,994,127,--,2025/9/1,99273
2025/8/28,リテールパートナーズ,8167,--,現渡,15日, 特定 ,申告,100,1508,193,--,2025/9/1,150607
2025/8/28,近鉄百貨店,8244,--,現渡,15日, 特定 ,申告,100,1920,102,--,2025/9/1,191898
2025/8/28,松竹,9601,--,現渡,15日, 特定 ,申告,100,15300,653,--,2025/9/1,1529347
2025/9/4,ｍｅｉｔｏ,2207,東証,株式現物買,--, 特定 ,--,100,2190,--,--,2025/9/8,219000
2025/9/4,八洲電機,3153,東証,株式現物買,--, 特定 ,--,200,2254,--,--,2025/9/8,450800
2025/9/4,三重交通グループホールディングス,3232,東証,株式現物買,--, 特定 ,--,100,542,--,--,2025/9/8,54200
2025/9/4,テクノメディカ,6678,東証,株式現物買,--, 特定 ,--,100,2007,--,--,2025/9/8,200700
2025/9/4,カッパ・クリエイト,7421,東証,株式現物買,--, 特定 ,--,100,1665,--,--,2025/9/8,166500
2025/9/4,魚力,7596,東証,株式現物買,--, 特定 ,--,100,2603,--,--,2025/9/8,260300
2025/9/4,コロワイド,7616,東証,株式現物買,--, 特定 ,--,500,1936,--,--,2025/9/8,968000
2025/9/4,山陽電気鉄道,9052,東証,株式現物買,--, 特定 ,--,100,2133,--,--,2025/9/8,213300
2025/9/4,ｍｅｉｔｏ,2207,東証,信用新規売,15日, 特定 ,--,100,2190,--,--,2025/9/8,--
2025/9/4,八洲電機,3153,東証,信用新規売,15日, 特定 ,--,200,2254,--,--,2025/9/8,--
2025/9/4,三重交通グループホールディングス,3232,東証,信用新規売,15日, 特定 ,--,100,542,--,--,2025/9/8,--
2025/9/4,テクノメディカ,6678,東証,信用新規売,15日, 特定 ,--,100,2007,--,--,2025/9/8,--
2025/9/4,カッパ・クリエイト,7421,東証,信用新規売,15日, 特定 ,--,100,1665,--,--,2025/9/8,--
2025/9/4,魚力,7596,東証,信用新規売,15日, 特定 ,--,100,2603,--,--,2025/9/8,--
2025/9/4,コロワイド,7616,東証,信用新規売,15日, 特定 ,--,500,1936,--,--,2025/9/8,--
2025/9/4,山陽電気鉄道,9052,東証,信用新規売,15日, 特定 ,--,100,2133,--,--,2025/9/8,--
2025/9/8,大豊建設,1822,--,株式現物買,--, 特定 ,--,1,864,--,--,2025/9/10,864
2025/9/8,コロワイド,7616,--,現渡,15日, 特定 ,申告,500,1936,310,--,2025/9/10,967690
2025/9/11,日伝,9902,東証,株式現物買,--, 特定 ,--,100,2830,--,--,2025/9/16,283000
2025/9/11,日伝,9902,東証,信用新規売,15日, 特定 ,--,100,2830,--,--,2025/9/16,--
