受渡日,約定日,商品等,取引種類,銘柄名（ファンド名）,銘柄コード,口座,数量,単価,支払（出金）,預り（入金）,MRF・お預り金残高,摘要
2024/3/18,2024/3/14,信用,新規売り,理研ビタミン,4526,特定,100,"2,548",---,---,---,一般
2024/3/18,2024/3/14,信用,新規買い,理研ビタミン,4526,特定,100,"2,548",---,---,---,制度
2024/3/18,2024/3/14,信用,現引,理研ビタミン,4526,特定,100,"2,548","254,817",---,---,"制度　建日:24/03/14　建値:2,548"
2024/3/18,2024/3/14,信用,新規売り,ノジマ,7419,特定,200,"1,656",---,---,---,一般
2024/3/18,2024/3/14,信用,現引,ノジマ,7419,特定,200,"1,656","331,222",---,---,"制度　建日:24/03/14　建値:1,656"
2024/3/18,2024/3/14,信用,新規買い,ノジマ,7419,特定,200,"1,656",---,---,---,制度
2024/3/18,2024/3/14,信用,新規売り,アルビス,7475,特定,100,"2,668",---,---,---,一般
2024/3/18,2024/3/14,信用,新規買い,アルビス,7475,特定,100,"2,668",---,---,---,制度
2024/3/18,2024/3/14,信用,現引,アルビス,7475,特定,100,"2,668","266,818",---,---,"制度　建日:24/03/14　建値:2,668"
2024/3/18,2024/3/14,信用,新規売り,正栄食品,8079,特定,100,"4,745",---,---,---,一般
2024/3/18,2024/3/14,信用,現引,正栄食品,8079,特定,100,"4,745","474,532",---,---,"制度　建日:24/03/14　建値:4,745"
2024/3/18,2024/3/14,信用,新規買い,正栄食品,8079,特定,100,"4,745",---,---,---,制度
2024/3/18,2024/3/14,信用,新規売り,モスフード,8153,特定,200,"3,490",---,---,---,一般
2024/3/18,2024/3/14,信用,現引,モスフード,8153,特定,200,"3,490","698,047",---,---,"制度　建日:24/03/14　建値:3,490"
2024/3/18,2024/3/14,信用,新規買い,モスフード,8153,特定,200,"3,490",---,---,---,制度
2024/3/18,2024/3/14,信用,新規売り,リコーリース,8566,特定,100,"5,240",---,---,---,一般
2024/3/18,2024/3/14,信用,現引,リコーリース,8566,特定,100,"5,240","524,035",---,---,"制度　建日:24/03/14　建値:5,240"
2024/3/18,2024/3/14,信用,新規買い,リコーリース,8566,特定,100,"5,240",---,---,---,制度
2024/3/18,2024/3/14,信用,新規売り,ベルーナ,9997,特定,100,617,---,---,---,一般
2024/3/18,2024/3/18,国内株式,配当金*,富士ソフト,9749,-,---,---,---,"2,750",---,
2024/3/18,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"1,930,512","-3,257,794(前日比)"
2024/3/18,---,入出金,振替,---,-,-,---,---,---,"1,024,642",---,信用保証金から
2024/3/18,---,入出金,振替,---,-,-,---,---,"274,336",---,---,信用保証金へ
2024/3/19,2024/3/15,信用,新規売り,ベルーナ,9997,特定,300,621,---,---,---,一般
2024/3/19,2024/3/15,信用,新規売り,ベルーナ,9997,特定,100,621,---,---,---,一般
2024/3/19,2024/3/15,信用,現引,ベルーナ,9997,特定,400,621,"248,417",---,---,制度　建日:24/03/15　建値:621
2024/3/19,2024/3/15,信用,新規買い,ベルーナ,9997,特定,400,621,---,---,---,制度
2024/3/19,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"2,182,095","+251,583(前日比)"
2024/3/19,---,入出金,入金,---,-,-,---,---,---,"500,000",---,ＳＭＢＣ即時入金
2024/3/21,2024/3/18,信用,新規売り,不二製油Ｇ,2607,特定,100,"2,471.50",---,---,---,一般
2024/3/21,2024/3/18,信用,新規買い,不二製油Ｇ,2607,特定,100,"2,471.50",---,---,---,制度
2024/3/21,2024/3/18,信用,現引,不二製油Ｇ,2607,特定,100,"2,471.50","247,166",---,---,"制度　建日:24/03/18　建値:2,471.5"
2024/3/21,2024/3/18,信用,新規売り,スズケン,9987,特定,100,"4,573",---,---,---,一般
2024/3/21,2024/3/18,信用,新規買い,スズケン,9987,特定,100,"4,573",---,---,---,制度
2024/3/21,2024/3/18,信用,現引,スズケン,9987,特定,100,"4,573","457,331",---,---,"制度　建日:24/03/18　建値:4,573"
2024/3/21,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"1,477,598","-704,497(前日比)"
2024/3/22,2023/12/28,信用,配当金,富士ソフト,9749,特定,---,---,"3,450",---,---,
2024/3/22,2024/3/19,信用,新規売り,極　洋,1301,特定,100,"3,780",---,---,---,一般
2024/3/22,2024/3/19,信用,新規買い,極　洋,1301,特定,100,"3,780",---,---,---,制度
2024/3/22,2024/3/19,信用,現引,極　洋,1301,特定,100,"3,780","378,025",---,---,"制度　建日:24/03/19　建値:3,780"
2024/3/22,2024/3/19,信用,新規売り,アルコニックス,3036,特定,100,"1,473",---,---,---,一般
2024/3/22,2024/3/19,信用,新規買い,アルコニックス,3036,特定,100,"1,473",---,---,---,制度
2024/3/22,2024/3/19,信用,現引,アルコニックス,3036,特定,100,"1,473","147,310",---,---,"制度　建日:24/03/19　建値:1,473"
2024/3/22,2024/3/19,信用,新規売り,フジシール,7864,特定,100,"1,966",---,---,---,一般
2024/3/22,2024/3/19,信用,現引,フジシール,7864,特定,100,"1,966","196,613",---,---,"制度　建日:24/03/19　建値:1,966"
2024/3/22,2024/3/19,信用,新規買い,フジシール,7864,特定,100,"1,966",---,---,---,制度
2024/3/22,2024/3/22,国内株式,配当金*,ヤマハ発動,7272,-,---,---,---,"5,779",---,
2024/3/22,2024/3/22,国内株式,配当金*,パンパシフィック,7532,-,---,---,---,399,---,
2024/3/22,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"918,378","-559,220(前日比)"
2024/3/22,---,入出金,入金,---,-,-,---,---,---,"160,000",---,ＳＭＢＣ即時入金
2024/3/25,2024/3/21,信用,新規売り,日阪製作,6247,特定,200,"1,046",---,---,---,一般
2024/3/25,2024/3/21,信用,現引,日阪製作,6247,特定,200,"1,046","209,214",---,---,"制度　建日:24/03/21　建値:1,046"
2024/3/25,2024/3/21,信用,新規買い,日阪製作,6247,特定,200,"1,046",---,---,---,制度
2024/3/25,2024/3/21,信用,現渡,ＡＮＡ,9202,特定,100,"3,245",---,"324,239",---,"一般　建日:24/03/01　建値:3,245"
2024/3/25,2024/3/21,信用,新規売り,日伝,9902,特定,100,"2,753",---,---,---,一般
2024/3/25,2024/3/21,信用,新規買い,日伝,9902,特定,100,"2,753",---,---,---,制度
2024/3/25,2024/3/21,信用,現引,日伝,9902,特定,100,"2,753","275,318",---,---,"制度　建日:24/03/21　建値:2,753"
2024/3/25,2024/3/25,国内株式,配当金*,不二家,2211,-,---,---,---,"2,391",---,
2024/3/25,2024/3/25,国内株式,配当金*,オエノンＨＤ,2533,-,---,---,---,"6,375",---,
2024/3/25,2024/3/25,国内株式,配当金*,地主,3252,-,---,---,---,"30,679",---,
2024/3/25,2024/3/25,国内株式,配当金*,大倉工,4221,-,---,---,---,"8,766",---,
2024/3/25,2024/3/25,国内株式,配当金*,アシックス,7936,-,---,---,---,"9,563",---,
2024/3/25,2024/3/25,国内株式,配当金*,内外トランスライ,9384,-,---,---,---,"7,172",---,
2024/3/25,2024/3/25,国内株式,配当金*,船井総研ＨＤ,9757,-,---,---,---,"2,630",---,
2024/3/25,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"501,422","-416,956(前日比)"
2024/3/25,---,入出金,振替,---,-,-,---,---,"324,239",---,---,信用保証金へ
2024/3/26,2024/3/22,信用,新規売り,スクロール,8005,特定,100,986,---,---,---,一般
2024/3/26,2024/3/22,信用,現引,スクロール,8005,特定,100,986,"98,606",---,---,制度　建日:24/03/22　建値:986
2024/3/26,2024/3/22,信用,新規買い,スクロール,8005,特定,100,986,---,---,---,制度
2024/3/26,2024/3/22,信用,新規売り,ＫＤＤＩ,9433,特定,100,"4,580",---,---,---,一般
2024/3/26,2024/3/22,信用,新規買い,ＫＤＤＩ,9433,特定,100,"4,580",---,---,---,制度
2024/3/26,2024/3/22,信用,現引,ＫＤＤＩ,9433,特定,100,"4,580","458,031",---,---,"制度　建日:24/03/22　建値:4,580"
2024/3/26,2024/3/26,国内株式,配当金*,オロ,3983,-,---,---,---,"2,391",---,
2024/3/26,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"289,967","-211,455(前日比)"
2024/3/26,---,入出金,振替,---,-,-,---,---,---,"60,000",---,信用保証金から
2024/3/26,---,入出金,振替,---,-,-,---,---,---,"282,791",---,信用保証金から
2024/3/27,2023/12/28,信用,配当金,ヤマハ発動,7272,特定,---,---,"7,250",---,---,
2024/3/27,2023/12/28,信用,配当金,パンパシフィック,7532,特定,---,---,500,---,---,
2024/3/27,2024/3/25,信用,現渡,くら寿司,2695,特定,200,"4,355",---,"870,666",---,"一般　建日:24/03/14　建値:4,355"
2024/3/27,2024/3/25,信用,新規売り,くら寿司,2695,特定,400,"4,635",---,---,---,一般
2024/3/27,2024/3/25,信用,新規買い,くら寿司,2695,特定,400,"4,635",---,---,---,制度
2024/3/27,2024/3/25,信用,現渡,日清食ＨＤ,2897,特定,100,"4,249",---,"424,558",---,"一般　建日:24/03/05　建値:4,249"
2024/3/27,2024/3/25,信用,新規売り,ぴあ,4337,特定,100,"3,285",---,---,---,一般
2024/3/27,2024/3/25,信用,現引,ぴあ,4337,特定,100,"3,285","328,522",---,---,"制度　建日:24/03/25　建値:3,285"
2024/3/27,2024/3/25,信用,新規買い,ぴあ,4337,特定,100,"3,285",---,---,---,制度
2024/3/27,2024/3/25,信用,新規売り,カッパ・クリエイ,7421,特定,100,"1,669",---,---,---,制度
2024/3/27,2024/3/25,信用,現渡,カッパ・クリエイ,7421,特定,100,"1,669",---,"166,895",---,"制度　建日:24/03/25　建値:1,669"
2024/3/27,2024/3/25,信用,新規売り,正栄食品,8079,特定,100,"4,675",---,---,---,一般
2024/3/27,2024/3/25,信用,現渡,正栄食品,8079,特定,100,"4,745",---,"474,319",---,"一般　建日:24/03/14　建値:4,745"
2024/3/27,2024/3/25,信用,新規買い,正栄食品,8079,特定,100,"4,675",---,---,---,制度
2024/3/27,2024/3/27,国内株式,配当金*,アサヒ,2502,-,---,---,---,"5,180",---,
2024/3/27,2024/3/27,国内株式,配当金*,マクドナルド,2702,-,---,---,---,"16,734",---,
2024/3/27,2024/3/27,国内株式,配当金*,ＪＩＡ,7172,-,---,---,---,"2,550",---,
2024/3/27,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"399,105","+109,138(前日比)"
2024/3/27,---,入出金,振替,---,-,-,---,---,---,"100,946",---,信用保証金から
2024/3/27,---,入出金,振替,---,-,-,---,---,---,"20,000",---,信用保証金から
2024/3/27,---,入出金,振替,---,-,-,---,---,---,"700,000",---,信用保証金から
2024/3/27,---,入出金,振替,---,-,-,---,---,---,"1,000,000",---,信用保証金から
2024/3/27,---,入出金,出金,---,-,-,---,---,"400,000",---,---,ＳＭＢＣ即時出金
2024/3/27,---,入出金,出金,---,-,-,---,---,"1,000,000",---,---,ＳＭＢＣ即時出金
2024/3/27,---,入出金,振替,---,-,-,---,---,"1,936,438",---,---,信用保証金へ
2024/3/28,2023/12/28,信用,配当金,不二家,2211,特定,---,---,"3,000",---,---,
2024/3/28,2023/12/28,信用,配当金,オエノンＨＤ,2533,特定,---,---,"8,000",---,---,
2024/3/28,2023/12/28,信用,配当金,地主,3252,特定,---,---,"22,000",---,---,
2024/3/28,2023/12/28,信用,配当金,地主,3252,特定,---,---,"16,500",---,---,
2024/3/28,2023/12/28,信用,配当金,大倉工,4221,特定,---,---,"11,000",---,---,
2024/3/28,2023/12/28,信用,配当金,アシックス,7936,特定,---,---,"12,000",---,---,
2024/3/28,2023/12/28,信用,配当金,内外トランスライ,9384,特定,---,---,"4,500",---,---,
2024/3/28,2023/12/28,信用,配当金,内外トランスライ,9384,特定,---,---,"4,500",---,---,
2024/3/28,2023/12/28,信用,配当金,船井総研ＨＤ,9757,特定,---,---,"3,300",---,---,
2024/3/28,2024/3/28,国内株式,配当金*,福田組,1899,-,---,---,---,"17,531",---,
2024/3/28,2024/3/28,国内株式,配当金*,多木化学,4025,-,---,---,---,"15,937",---,
2024/3/28,2024/3/28,国内株式,配当金*,サカタインクス,4633,-,---,---,---,"1,594",---,
2024/3/28,2024/3/28,国内株式,配当金*,シークス,7613,-,---,---,---,"11,156",---,
2024/3/28,2024/3/28,国内株式,配当金*,ロイヤルＨＤ,8179,-,---,---,---,"15,937",---,
2024/3/28,2024/3/28,国内株式,配当金*,静岡ガス,9543,-,---,---,---,"11,953",---,
2024/3/28,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"388,413","-10,692(前日比)"
2024/3/29,2023/12/28,信用,配当金,オロ,3983,特定,---,---,"3,000",---,---,
2024/3/29,2024/3/27,信用,新規売り,コロワイド,7616,特定,500,"2,168",---,---,---,一般
2024/3/29,2024/3/29,国内株式,配当金*,六甲バター,2266,-,---,---,---,"19,922",---,
2024/3/29,2024/3/29,国内株式,配当金*,サッポロＨＤ,2501,-,---,---,---,"3,746",---,
2024/3/29,2024/3/29,国内株式,配当金*,キリンＨＤ,2503,-,---,---,---,"2,910",---,
2024/3/29,2024/3/29,国内株式,配当金*,片　倉,3001,-,---,---,---,"1,594",---,
2024/3/29,2024/3/29,国内株式,配当金*,ザ・パック,3950,-,---,---,---,"4,383",---,
2024/3/29,2024/3/29,国内株式,配当金*,大塚ＨＤ,4578,-,---,---,---,"4,782",---,
2024/3/29,2024/3/29,国内株式,配当金*,ＤＩＣ,4631,-,---,---,---,"2,391",---,
2024/3/29,2024/3/29,国内株式,配当金*,ミルボン,4919,-,---,---,---,"19,125",---,
2024/3/29,2024/3/29,国内株式,配当金*,コーセー,4922,-,---,---,---,"5,578",---,
2024/3/29,2024/3/29,国内株式,配当金*,ポーラオルＨＤ,4927,-,---,---,---,"9,881",---,
2024/3/29,2024/3/29,国内株式,配当金*,東海カーボン,5301,-,---,---,---,"14,344",---,
2024/3/29,2024/3/29,国内株式,配当金*,マブチモータ,6592,-,---,---,---,"13,228",---,
2024/3/29,2024/3/29,国内株式,配当金*,フルサト・マルカ,7128,-,---,---,---,"22,312",---,
2024/3/29,2024/3/29,国内株式,配当金*,パイロット,7846,-,---,---,---,"3,985",---,
2024/3/29,2024/3/29,国内株式,配当金*,立川ブラインド,7989,-,---,---,---,"9,563",---,
2024/3/29,2024/3/29,国内株式,配当金*,東競馬,9672,-,---,---,---,"4,782",---,
2024/3/29,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"527,939","+139,526(前日比)"
2024/4/1,2023/12/28,信用,配当金,アサヒ,2502,特定,---,---,"6,500",---,---,
2024/4/1,2023/12/28,信用,配当金,マクドナルド,2702,特定,---,---,"21,000",---,---,
2024/4/1,2023/12/28,信用,配当金,ＪＩＡ,7172,特定,---,---,"3,200",---,---,
2024/4/1,2024/3/28,信用,現渡,極　洋,1301,特定,100,"3,780",---,"377,841",---,"一般　建日:24/03/19　建値:3,780"
2024/4/1,2024/3/28,信用,現渡,ニッスイ,1332,特定,500,924.6,---,"461,964",---,一般　建日:24/03/12　建値:924.6
2024/4/1,2024/3/28,信用,現渡,高松Ｇ,1762,特定,100,"2,812",---,"280,909",---,"一般　建日:24/03/04　建値:2,812"
2024/4/1,2024/3/28,信用,現渡,ヤマウラ,1780,特定,100,"1,557",---,"155,241",---,"一般　建日:24/01/12　建値:1,557"
2024/4/1,2024/3/28,信用,現渡,明星工業,1976,特定,100,"1,225",---,"122,378",---,"一般　建日:24/03/05　建値:1,225"
2024/4/1,2024/3/28,信用,現渡,名糖産,2207,特定,200,"1,851",---,"369,917",---,"一般　建日:24/03/11　建値:1,851"
2024/4/1,2024/3/28,信用,現渡,寿スピリッツ,2222,特定,100,"1,977.50",---,"197,538",---,"一般　建日:24/03/01　建値:1,977.5"
2024/4/1,2024/3/28,信用,現渡,明治ＨＤ,2269,特定,100,"3,394",---,"339,140",---,"一般　建日:24/03/11　建値:3,394"
2024/4/1,2024/3/28,信用,現渡,コア,2359,特定,200,"1,845",---,"368,548",---,"一般　建日:24/02/28　建値:1,845"
2024/4/1,2024/3/28,信用,現渡,宝ＨＬＤ,2531,特定,100,"1,241",---,"123,972",---,"一般　建日:24/03/04　建値:1,241"
2024/4/1,2024/3/28,信用,新規売り,伊藤園,2593,特定,100,"3,707",---,---,---,一般
2024/4/1,2024/3/28,信用,新規買い,伊藤園,2593,特定,100,"3,707",---,---,---,制度
2024/4/1,2024/3/28,信用,現引,伊藤園,2593,特定,100,"3,707","370,725",---,---,"制度　建日:24/03/28　建値:3,707"
2024/4/1,2024/3/28,信用,現渡,キーコーヒー,2594,特定,300,"2,039",---,"611,349",---,"一般　建日:24/03/14　建値:2,039"
2024/4/1,2024/3/28,信用,現渡,不二製油Ｇ,2607,特定,100,"2,471.50",---,"247,037",---,"一般　建日:24/03/18　建値:2,471.5"
2024/4/1,2024/3/28,信用,現渡,ゲオＨＤ,2681,特定,100,"1,900",---,"189,796",---,"一般　建日:24/03/01　建値:1,900"
2024/4/1,2024/3/28,信用,現引,くら寿司,2695,特定,400,"4,635","1,854,761",---,---,"制度　建日:24/03/25　建値:4,635"
2024/4/1,2024/3/28,信用,現渡,エディオン,2730,特定,400,"1,653",---,"659,780",---,"一般　建日:24/02/02　建値:1,653"
2024/4/1,2024/3/28,信用,現渡,エディオン,2730,特定,100,"1,629",---,"162,551",---,"一般　建日:24/02/02　建値:1,629"
2024/4/1,2024/3/28,信用,新規売り,フジオフードＧ本,2752,特定,100,"1,391",---,---,---,一般
2024/4/1,2024/3/28,信用,新規買い,フジオフードＧ本,2752,特定,100,"1,391",---,---,---,制度
2024/4/1,2024/3/28,信用,現引,フジオフードＧ本,2752,特定,100,"1,391","139,109",---,---,"制度　建日:24/03/28　建値:1,391"
2024/4/1,2024/3/28,信用,現渡,あみやき,2753,特定,100,"4,220",---,"420,754",---,"一般　建日:24/01/12　建値:4,220"
2024/4/1,2024/3/28,信用,現渡,あみやき,2753,特定,200,"4,130",---,"824,036",---,"一般　建日:24/01/29　建値:4,130"
2024/4/1,2024/3/28,信用,現渡,永谷園ＨＤ,2899,特定,100,"2,243",---,"224,171",---,"一般　建日:24/03/14　建値:2,243"
2024/4/1,2024/3/28,信用,現渡,なとり,2922,特定,100,"2,134",---,"213,180",---,"一般　建日:24/03/04　建値:2,134"
2024/4/1,2024/3/28,信用,現渡,アルコニックス,3036,特定,100,"1,473",---,"147,238",---,"一般　建日:24/03/19　建値:1,473"
2024/4/1,2024/3/28,信用,現渡,マツキヨココカラ,3088,特定,100,"2,361",---,"235,910",---,"一般　建日:24/03/08　建値:2,361"
2024/4/1,2024/3/28,信用,現渡,ミツコシイセタ,3099,特定,100,"2,196",---,"219,382",---,"一般　建日:24/03/05　建値:2,196"
2024/4/1,2024/3/28,信用,現渡,八洲電機,3153,特定,100,"1,531",---,"152,930",---,"一般　建日:24/02/29　建値:1,531"
2024/4/1,2024/3/28,信用,現渡,八洲電機,3153,特定,100,"1,531",---,"152,930",---,"一般　建日:24/02/29　建値:1,531"
2024/4/1,2024/3/28,信用,現渡,ＴＯＫＡＩ　ＨＤ,3167,特定,100,"1,003",---,"100,197",---,"一般　建日:24/03/04　建値:1,003"
2024/4/1,2024/3/28,信用,現渡,シュッピン,3179,特定,200,"1,041",---,"207,721",---,"一般　建日:24/01/31　建値:1,041"
2024/4/1,2024/3/28,信用,現渡,シュッピン,3179,特定,100,"1,038",---,"103,562",---,"一般　建日:24/01/31　建値:1,038"
2024/4/1,2024/3/28,信用,現渡,ウイン・パートナ,3183,特定,100,"1,309",---,"130,755",---,"一般　建日:24/02/29　建値:1,309"
2024/4/1,2024/3/28,信用,現渡,三重交通ＧＨＤ,3232,特定,100,596,---,"59,507",---,一般　建日:24/02/19　建値:596
2024/4/1,2024/3/28,信用,現渡,日本調剤,3341,特定,100,"1,595",---,"159,372",---,"一般　建日:24/03/08　建値:1,595"
